LoanID,CustomerID,BranchID,LoanOfficerEmployeeID,LoanType,LoanStatus,ApplicationDate,DecisionDate,DisbursementDate,RequestedAmount,ApprovedAmount,DisbursedAmount,OutstandingBalance,InterestRate,TermMonths,MonthlyPayment,DaysDelinquent,CollateralType,CollateralValue,PurposeDescription,RejectionReason,CreatedAt,UpdatedAt
LN0004480,CUST005332,BRN0016,EMP00127,Personal Loan,Rejected,2024-12-06,2024-12-09,,53590.2,,,,23.5482,84,1307.11,0,Equipment,5774.94,Education,High DTI,2024-12-06 00:00:00,2026-08-07 00:00:00
LN0004481,CUST001530,BRN0047,EMP00026,Business Loan,Approved,2021-08-23,2021-09-07,,110081.71,107982.7,,,8.8151,12,9433.99,0,Guarantor,,Renovation,,2021-08-23 00:00:00,2022-05-09 00:00:00
LN0004482,CUST003197,BRN0029,EMP00245,Personal Loan,Pending,2023-06-01,,,499927.52,,,,22.7237,84,11935.67,0,Equipment,65844.74,Working capital,,2023-06-01 00:00:00,2025-01-11 00:00:00
LN0004483,CUST007849,BRN0011,EMP00286,Line of Credit,Pending,2020-09-14,,,49360.97,,,,14.7871,180,683.67,0,Property,,Business expansion,,2020-09-14 00:00:00,2021-07-14 00:00:00
LN0004484,CUST002201,BRN0007,EMP00445,Line of Credit,Approved,2021-04-23,2021-05-10,,58824.07,49152.63,,,19.0779,360,784.12,0,Cash Deposit,73117.79,Equipment purchase,,2021-04-23 00:00:00,2022-10-07 00:00:00
LN0004485,CUST000525,BRN0021,EMP00059,Home Mortgage,Disbursed,2022-01-07,2022-02-03,2022-02-05,44201.7,37330.47,35843.04,21712.27,12.336,36,1245.91,0,Cash Deposit,23217.78,Working capital,,2022-01-07 00:00:00,2023-07-19 00:00:00
LN0004486,CUST009831,BRN0005,EMP00401,Auto Loan,Pending,2022-10-08,,,94824.34,,,,9.5082,60,1991.87,0,Property,,Emergency,,2022-10-08 00:00:00,2024-08-13 00:00:00
LN0004487,CUST005044,BRN0020,EMP00495,Credit Card,Approved,2018-01-05,2018-01-08,,133134.66,107247.33,,,20.225,24,5470.23,0,Property,948431.64,Vehicle purchase,,2018-01-05 00:00:00,2018-08-19 00:00:00
LN0004488,CUST006361,BRN0006,EMP00282,Home Mortgage,Disbursed,2023-10-15,2023-10-20,2023-10-27,19280.48,17067.74,16588.38,15020.42,21.3175,24,879.7,0,None,,Debt consolidation,,2023-10-15 00:00:00,2025-03-16 00:00:00
LN0004489,CUST006405,BRN0002,EMP00401,Personal Loan,Pending,2021-08-24,,,3998.73,,,,13.7244,240,48.93,0,Equipment,33037.86,Investment,,2021-08-24 00:00:00,2021-10-04 00:00:00
LN0004490,CUST000283,BRN0009,EMP00197,Personal Loan,Approved,2021-11-22,2021-12-22,,56086.5,47405.79,,,10.5177,84,799.73,0,Guarantor,176666.11,Emergency,,2021-11-22 00:00:00,2022-09-30 00:00:00
LN0004491,CUST009115,BRN0035,EMP00011,Line of Credit,Disbursed,2024-08-19,2024-09-13,2024-09-16,6425.12,5626.87,5393.23,1862.95,15.1082,240,74.54,0,Guarantor,124625.27,Home purchase,,2024-08-19 00:00:00,2025-11-30 00:00:00
LN0004492,CUST009998,BRN0012,EMP00315,Credit Card,Approved,2021-02-20,2021-03-14,,118707.95,99267.96,,,12.078,84,,0,Guarantor,,Medical expenses,,2021-02-20 00:00:00,2022-11-11 00:00:00
LN0004493,CUST003697,BRN0036,EMP00276,Home Mortgage,Defaulted,2023-09-20,2023-10-08,2023-10-13,23853.42,20174.85,19666.62,12474.56,18.4028,180,330.76,497,Guarantor,30456.26,Medical expenses,,2023-09-20 00:00:00,2025-08-26 00:00:00
LN0004494,CUST009027,BRN0013,EMP00045,Credit Card,Approved,2019-06-28,2019-07-01,,40859.49,28937.18,,,4.5762,240,184.26,0,Cash Deposit,,Emergency,,2019-06-28 00:00:00,2020-06-11 00:00:00
LN0004495,CUST007189,BRN0027,EMP00471,Home Mortgage,Approved,2024-08-23,2024-08-25,,37594.14,34354.38,,,19.2551,180,584.55,0,Vehicle,,Medical expenses,,2024-08-23 00:00:00,2024-10-22 00:00:00
LN0004496,CUST008836,BRN0005,EMP00316,Credit Card,Approved,2022-09-17,2022-09-30,,87916.63,,,,6.3495,60,1580.04,0,Property,40688.8,Renovation,,2022-09-17 00:00:00,2023-03-09 00:00:00
LN0004497,CUST002860,BRN0013,EMP00371,Home Mortgage,Disbursed,2023-02-21,2023-02-28,2023-03-09,31822.42,23009.28,22521.45,20929.87,22.8466,360,438.56,0,Vehicle,70702.79,Working capital,,2023-02-21 00:00:00,2023-12-16 00:00:00
LN0004498,CUST007180,BRN0038,EMP00394,Home Mortgage,Pending,2018-09-01,,,17730.92,,,,15.1354,240,235.25,0,Cash Deposit,73526.45,Home purchase,,2018-09-01 00:00:00,2020-01-25 00:00:00
LN0004499,CUST007776,BRN0050,EMP00191,Line of Credit,Approved,2018-12-20,2018-12-28,,12408.71,9348.17,,,19.4004,360,151.6,0,Guarantor,360126.55,Emergency,,2018-12-20 00:00:00,2020-05-07 00:00:00
LN0004500,CUST001215,BRN0040,EMP00299,Home Mortgage,Closed,2024-07-30,2024-08-09,2024-08-23,121552.23,117081.36,113981.02,76503.64,14.4017,360,1424.57,0,Vehicle,87845.25,Emergency,,2024-07-30 00:00:00,2025-06-02 00:00:00
LN0004501,CUST009868,BRN0012,EMP00387,Line of Credit,Approved,2018-01-22,2018-01-31,,60465.89,53768.65,,,8.9422,120,679.44,0,Guarantor,61478.79,Emergency,,2018-01-22 00:00:00,2018-03-02 00:00:00
LN0004502,CUST009278,BRN0003,EMP00361,Business Loan,Rejected,2024-12-05,2024-12-21,,451096.6,,,,8.4864,84,7140.7,0,Vehicle,47898.5,Education,Insufficient income,2024-12-05 00:00:00,2026-05-08 00:00:00
LN0004503,CUST005554,BRN0046,EMP00166,Business Loan,Pending,2023-05-29,,,13922.41,,,,12.111,12,1237.71,0,Equipment,29017.25,Investment,,2023-05-29 00:00:00,2024-12-16 00:00:00
LN0004504,CUST007834,BRN0039,EMP00399,Credit Card,Disbursed,2018-08-30,2018-09-27,2018-09-28,122600.91,92959.56,91944.4,36232.83,12.5382,48,2472.62,0,Cash Deposit,,Education,,2018-08-30 00:00:00,2019-05-15 00:00:00
LN0004505,CUST004059,BRN0026,EMP00045,Student Loan,Rejected,2019-03-25,,,23027.47,,,,14.3246,180,311.7,0,,42465.73,Business expansion,,2019-03-25 00:00:00,2020-08-01 00:00:00
LN0004506,CUST005398,BRN0036,EMP00333,Credit Card,Rejected,2018-05-20,2018-06-03,,53820.78,,,,4.9899,60,1015.42,0,None,,Equipment purchase,Low credit score,2018-05-20 00:00:00,2020-04-10 00:00:00
LN0004507,CUST007552,BRN0041,EMP00411,Student Loan,Rejected,2020-04-05,2020-04-11,,6335.73,,,,12.5494,240,72.2,0,Cash Deposit,,Home purchase,High DTI,2020-04-05 00:00:00,2021-09-13 00:00:00
LN0004508,CUST006391,BRN0013,EMP00304,Line of Credit,Rejected,2019-08-24,2019-09-02,,53084.38,,,,6.6567,240,400.7,0,,39136.62,Debt consolidation,Incomplete documents,2019-08-24 00:00:00,2020-11-16 00:00:00
LN0004509,CUST004646,BRN0030,EMP00274,Business Loan,Closed,2018-01-08,2018-01-29,2018-02-12,36484.61,28643.9,28330.21,17871.94,13.4528,48,774.9,0,None,154154.56,Business expansion,,2018-01-08 00:00:00,2019-12-26 00:00:00
LN0004510,CUST001248,BRN0044,EMP00181,Auto Loan,Disbursed,2018-12-13,2019-01-09,2019-01-10,106603.72,93603.67,92959.25,22588.87,17.1968,180,,0,Equipment,7317.42,Vehicle purchase,,2018-12-13 00:00:00,2020-06-04 00:00:00
LN0004511,CUST002355,BRN0043,EMP00110,Line of Credit,Closed,2024-09-23,2024-10-05,2024-10-19,135739.99,107756.41,103317.21,32158.47,3.6792,120,1074.63,0,Guarantor,6222469.68,Personal use,,2024-09-23 00:00:00,2026-05-26 00:00:00
LN0004512,CUST001161,BRN0009,EMP00108,Credit Card,Disbursed,2022-02-20,2022-03-10,2022-03-24,22512.06,18561.75,18314.88,15205.93,13.0072,60,422.41,0,Property,9667.61,Equipment purchase,,2022-02-20 00:00:00,2023-02-21 00:00:00
LN0004513,CUST009816,BRN0019,EMP00408,Student Loan,Disbursed,2022-11-19,2022-12-15,2022-12-20,11535.45,10332.02,10292.99,2077.96,19.4821,24,523.25,0,Property,,Debt consolidation,,2022-11-19 00:00:00,2023-09-22 00:00:00
LN0004514,CUST009450,BRN0004,,Credit Card,Rejected,2021-08-05,2021-08-21,,9263.57,,,,17.8718,48,271.5,0,Property,,Equipment purchase,Low credit score,2021-08-05 00:00:00,2023-05-18 00:00:00
LN0004515,CUST005110,BRN0040,EMP00314,Home Mortgage,Approved,2019-01-31,2019-02-25,,13259.47,11993.54,,,11.6418,48,313.73,0,Guarantor,,Debt consolidation,,2019-01-31 00:00:00,2019-04-15 00:00:00
LN0004516,CUST003184,BRN0045,EMP00051,Credit Card,Rejected,2023-03-31,2023-04-30,,17021.68,,,,13.9132,360,,0,Equipment,946863.15,Debt consolidation,Policy limit,2023-03-31 00:00:00,2024-10-31 00:00:00
LN0004517,CUST007633,BRN0027,EMP00423,Business Loan,Approved,2019-07-06,2019-08-04,,7570.87,7291.13,,,10.5431,36,237.13,0,Vehicle,33111.97,Medical expenses,,2019-07-06 00:00:00,2021-04-27 00:00:00
LN0004518,CUST008152,BRN0029,EMP00265,Personal Loan,Disbursed,2023-07-28,2023-07-30,2023-08-06,32713.96,28814.89,27826.02,4374.05,19.7438,84,635.43,0,Vehicle,23349.06,Personal use,,2023-07-28 00:00:00,2025-05-02 00:00:00
LN0004519,CUST001976,BRN0016,EMP00350,Personal Loan,Approved,2023-12-16,2023-12-27,,51684.43,40974.67,,,17.0666,48,1183.74,0,Vehicle,5802.05,Education,,2023-12-16 00:00:00,2025-04-20 00:00:00
LN0004520,CUST004147,BRN0006,EMP00463,Business Loan,Approved,2019-06-02,2019-06-04,,24205.48,18506.53,,,22.1453,12,1733.4,0,Guarantor,21427.07,Emergency,,2019-06-02 00:00:00,2019-10-12 00:00:00
LN0004521,CUST008519,BRN0016,EMP00189,Line of Credit,Rejected,2020-02-21,2020-02-28,,50549.67,,,,15.7782,60,1223.32,0,Cash Deposit,93072.71,Renovation,High DTI,2020-02-21 00:00:00,2020-03-29 00:00:00
LN0004522,CUST005847,BRN0021,EMP00463,Home Mortgage,Approved,2021-05-17,2021-05-23,,1846.59,1316.16,,,7.8255,24,59.42,0,Equipment,289212.53,Medical expenses,,2021-05-17 00:00:00,2022-12-02 00:00:00
LN0004523,CUST000528,BRN0025,EMP00275,Home Mortgage,Disbursed,2023-11-07,2023-11-08,2023-11-15,38181.11,31856.98,31472.49,5260.38,6.8382,180,283.47,0,Vehicle,19498.32,,,2023-11-07 00:00:00,2025-06-25 00:00:00
LN0004524,CUST007996,BRN0031,EMP00216,Student Loan,Closed,2020-11-12,2020-12-08,2020-12-20,16381.89,,14714.71,6341.27,16.2567,36,532.59,0,Property,1130239.37,,,2020-11-12 00:00:00,2022-07-08 00:00:00
LN0004525,CUST006926,BRN0022,EMP00133,Personal Loan,Disbursed,2021-05-21,2021-05-26,2021-06-02,47599.6,42568.12,40603.69,25768.96,19.0955,120,797.29,0,Property,13251.54,Medical expenses,,2021-05-21 00:00:00,2021-08-07 00:00:00
LN0004526,CUST003800,BRN0030,,Home Mortgage,Disbursed,2019-07-26,2019-07-31,2019-08-13,23309.82,17466.11,16636.91,15051.98,14.6129,120,277.66,0,Property,,Medical expenses,,2019-07-26 00:00:00,2020-07-25 00:00:00
LN0004527,CUST000240,BRN0039,EMP00247,Business Loan,Pending,2021-12-09,,,75741.32,,,,17.7353,180,1205.36,0,,,Investment,,2021-12-09 00:00:00,2023-02-07 00:00:00
LN0004528,CUST004859,BRN0045,EMP00454,Auto Loan,Disbursed,2018-12-15,2019-01-14,2019-01-21,126124.18,106660.65,104908.51,35011.84,15.7185,24,5208.1,0,Vehicle,,Debt consolidation,,2018-12-15 00:00:00,2019-06-23 00:00:00
LN0004529,CUST006958,BRN0041,EMP00099,Line of Credit,Closed,2024-03-29,2024-04-04,2024-04-15,30118.43,28996.03,27600.78,4365.88,3.6115,24,1254.14,0,None,101223.85,Investment,,2024-03-29 00:00:00,2025-10-16 00:00:00
LN0004530,CUST002191,BRN0009,EMP00212,Credit Card,Approved,2020-05-05,2020-05-19,,17202.49,15775.75,,,5.4878,12,1354.05,0,Cash Deposit,41562.65,Education,,2020-05-05 00:00:00,2021-05-10 00:00:00
LN0004531,CUST002738,BRN0049,,Personal Loan,Closed,2019-09-13,2019-10-04,2019-10-13,41486.4,40351.19,39726.32,21155.57,23.1544,36,1565.23,0,Property,126341.1,Medical expenses,,2019-09-13 00:00:00,2021-07-26 00:00:00
LN0004532,CUST008860,BRN0046,EMP00168,Auto Loan,Disbursed,2023-07-04,2023-07-22,2023-07-29,69728.87,56405.22,55323.6,21451.11,21.4519,24,2910.95,0,Equipment,,Personal use,,2023-07-04 00:00:00,2025-02-28 00:00:00
LN0004533,CUST004515,BRN0036,EMP00413,Home Mortgage,Rejected,2022-06-27,2022-07-24,,19486.39,,,,11.8051,60,431.55,0,Property,40573.37,Investment,Insufficient income,2022-06-27 00:00:00,2023-09-17 00:00:00
LN0004534,CUST001497,BRN0012,EMP00465,Home Mortgage,Approved,2018-11-08,2018-11-12,,5233.57,4126.91,,,15.1195,120,66.88,0,,,Debt consolidation,,2018-11-08 00:00:00,2020-09-30 00:00:00
LN0004535,CUST005664,BRN0015,EMP00493,Line of Credit,Rejected,2022-09-11,2022-09-18,,21984.74,,,,15.5843,12,1990.37,0,Vehicle,,Emergency,Incomplete documents,2022-09-11 00:00:00,2023-09-14 00:00:00
LN0004536,CUST002417,BRN0024,EMP00347,Credit Card,Disbursed,2022-12-18,2023-01-08,2023-01-14,23287.97,19795.8,19155.79,8700.99,12.8991,24,940.19,0,Property,165211.14,Personal use,,2022-12-18 00:00:00,2024-11-04 00:00:00
LN0004537,CUST006719,BRN0005,EMP00175,Line of Credit,Closed,2024-10-23,2024-11-03,2024-11-04,24252.0,22985.72,21967.06,12091.27,14.4356,120,362.94,0,Equipment,,Debt consolidation,,2024-10-23 00:00:00,2024-12-06 00:00:00
LN0004538,CUST002873,BRN0009,EMP00193,Home Mortgage,Disbursed,2021-12-14,2021-12-29,2022-01-10,208374.13,160079.01,157647.55,137508.23,14.8355,240,2088.47,0,Cash Deposit,458771.36,Business expansion,,2021-12-14 00:00:00,2022-12-06 00:00:00
LN0004539,CUST003583,BRN0034,EMP00415,Credit Card,Disbursed,2021-04-05,2021-04-09,2021-04-19,30980.49,23037.76,22770.83,2084.2,4.4016,48,,0,Guarantor,165609.15,Education,,2021-04-05 00:00:00,2021-04-21 00:00:00
LN0004540,CUST003186,BRN0038,EMP00054,Student Loan,Disbursed,2019-02-05,2019-02-08,2019-02-17,3895.64,2893.76,2791.48,707.14,18.0597,360,43.75,0,,88238.4,,,2019-02-05 00:00:00,2020-03-28 00:00:00
LN0004541,CUST000194,BRN0018,EMP00254,Business Loan,In Arrears,2018-09-26,2018-10-24,2018-11-03,44314.71,41435.73,41041.83,6045.99,17.9948,48,1217.06,81,Cash Deposit,949088.39,Personal use,,2018-09-26 00:00:00,2018-12-07 00:00:00
LN0004542,CUST004302,BRN0018,EMP00267,Credit Card,Approved,2023-09-18,2023-10-03,,75081.25,66356.19,,,5.4021,36,2000.76,0,Equipment,187132.56,,,2023-09-18 00:00:00,2024-08-28 00:00:00
LN0004543,CUST007072,BRN0009,EMP00135,Home Mortgage,Disbursed,2020-12-05,2020-12-12,2020-12-14,35584.55,33346.58,32797.09,11672.86,23.6813,240,664.18,0,None,53816.87,Vehicle purchase,,2020-12-05 00:00:00,2021-04-24 00:00:00
LN0004544,CUST006557,BRN0037,EMP00500,Line of Credit,Disbursed,2020-01-21,2020-02-13,2020-02-21,70964.18,65599.24,64668.85,17476.59,8.9539,240,588.27,0,,,Medical expenses,,2020-01-21 00:00:00,2021-04-15 00:00:00
LN0004545,CUST003624,BRN0021,EMP00272,Credit Card,Closed,2018-02-11,2018-03-03,2018-03-06,51873.03,40475.12,39731.45,27468.99,14.7537,24,1957.77,0,Vehicle,,Working capital,,2018-02-11 00:00:00,2018-03-08 00:00:00
LN0004546,CUST008505,BRN0022,EMP00004,Personal Loan,Rejected,2018-07-07,2018-07-23,,237291.45,,,,11.0889,36,7778.61,0,None,612988.25,Vehicle purchase,Insufficient income,2018-07-07 00:00:00,2019-04-24 00:00:00
LN0004547,CUST008397,BRN0025,EMP00033,Line of Credit,Approved,2020-05-20,2020-05-24,,18634.75,14776.3,,,18.5893,240,234.77,0,None,153542.57,Medical expenses,,2020-05-20 00:00:00,2021-09-08 00:00:00
LN0004548,CUST005676,BRN0019,EMP00472,Business Loan,Defaulted,2023-07-09,2023-07-31,2023-08-01,8306.71,7930.6,7782.25,6356.38,19.3928,240,130.96,385,Property,258565.32,Education,,2023-07-09 00:00:00,2025-03-24 00:00:00
LN0004549,CUST000201,BRN0009,EMP00098,Credit Card,Pending,2019-08-19,,,6167.32,,,,21.9258,48,194.06,0,Equipment,15590.14,Working capital,,2019-08-19 00:00:00,2021-04-15 00:00:00
LN0004550,CUST001109,BRN0029,EMP00263,Business Loan,Disbursed,2020-12-03,2020-12-31,2021-01-01,31916.26,25501.21,24603.47,4051.8,14.2301,240,321.38,0,Vehicle,,,,2020-12-03 00:00:00,2022-03-25 00:00:00
LN0004551,CUST008467,BRN0037,EMP00167,Credit Card,Closed,2018-12-28,2019-01-16,2019-01-26,117335.01,86018.25,85028.37,42570.71,20.2314,240,1476.94,0,Property,,Debt consolidation,,2018-12-28 00:00:00,2019-10-13 00:00:00
LN0004552,CUST009499,BRN0047,,Credit Card,Approved,2024-01-23,2024-02-04,,16942.4,15311.75,,,16.4433,240,218.13,0,Property,71425.39,Personal use,,2024-01-23 00:00:00,2025-01-01 00:00:00
LN0004553,CUST004532,BRN0004,EMP00267,Auto Loan,Rejected,2021-03-26,2021-04-07,,26455.78,,,,18.816,360,,0,Vehicle,19001.31,Working capital,Low credit score,2021-03-26 00:00:00,2022-04-21 00:00:00
LN0004554,CUST006724,BRN0048,EMP00024,Credit Card,Disbursed,2020-01-24,2020-02-07,2020-02-13,244713.77,180943.72,175392.65,6177.19,11.096,360,1736.31,0,Vehicle,,Debt consolidation,,2020-01-24 00:00:00,2021-01-16 00:00:00
LN0004555,CUST000073,BRN0023,EMP00149,Credit Card,Disbursed,2024-02-23,2024-03-12,2024-03-26,99584.07,78599.39,76517.33,50574.92,10.6603,48,2018.5,0,Equipment,,Business expansion,,2024-02-23 00:00:00,2025-12-22 00:00:00
LN0004556,CUST008212,BRN0026,EMP00256,Line of Credit,Approved,2021-12-30,2022-01-02,,114840.14,85743.34,,,3.9592,24,,0,Property,43669.39,Business expansion,,2021-12-30 00:00:00,2023-12-14 00:00:00
LN0004557,CUST006533,BRN0050,EMP00215,Business Loan,Closed,2020-12-10,2021-01-05,2021-01-13,25584.85,20401.81,20105.92,15020.34,19.1539,180,345.63,0,Vehicle,,Home purchase,,2020-12-10 00:00:00,2021-07-08 00:00:00
LN0004558,CUST003600,BRN0038,EMP00360,Credit Card,Pending,2018-08-16,,,54870.62,,,,17.733,48,1604.18,0,Vehicle,636629.01,Home purchase,,2018-08-16 00:00:00,2019-11-18 00:00:00
LN0004559,CUST004870,BRN0004,EMP00041,Line of Credit,Rejected,2023-04-25,2023-05-13,,16411.12,,,,10.3781,60,351.75,0,Equipment,,Investment,,2023-04-25 00:00:00,2023-06-27 00:00:00
LN0004560,CUST008979,BRN0030,EMP00146,Student Loan,Approved,2021-11-22,2021-12-08,,59491.17,53816.93,,,3.5248,24,2325.63,0,Property,492611.21,Education,,2021-11-22 00:00:00,2023-03-23 00:00:00
LN0004561,CUST008665,BRN0040,EMP00466,Home Mortgage,Closed,2022-11-11,2022-12-09,2022-12-17,62699.9,61379.31,59249.97,3979.59,23.4803,12,5788.58,0,Property,12986.65,Business expansion,,2022-11-11 00:00:00,2023-06-17 00:00:00
LN0004562,CUST000951,BRN0023,EMP00383,Auto Loan,Disbursed,2018-12-11,2018-12-24,2018-12-29,96505.41,82770.51,81474.91,4031.94,18.8798,360,1306.98,0,Property,7695.48,,,2018-12-11 00:00:00,2020-08-06 00:00:00
LN0004563,CUST005374,BRN0032,EMP00071,Credit Card,Disbursed,2023-01-29,2023-02-21,2023-03-02,20319.85,19180.17,19005.28,5596.78,15.2997,60,459.32,0,Cash Deposit,24472.42,,,2023-01-29 00:00:00,2023-12-08 00:00:00
LN0004564,CUST000689,BRN0038,EMP00353,Home Mortgage,Rejected,2024-04-18,2024-04-19,,86299.84,,,,7.4873,84,1323.15,0,Guarantor,,Investment,Policy limit,2024-04-18 00:00:00,2025-03-29 00:00:00
LN0004565,CUST005847,BRN0026,EMP00473,Home Mortgage,Approved,2019-07-17,2019-07-22,,36923.59,31544.82,,,20.2409,120,614.67,0,None,,Debt consolidation,,2019-07-17 00:00:00,2020-04-12 00:00:00
LN0004566,CUST006415,BRN0011,EMP00390,Credit Card,Closed,2020-01-25,2020-02-08,2020-02-20,15374.03,13298.51,13251.89,2511.36,21.1327,60,360.76,0,,6706.31,Renovation,,2020-01-25 00:00:00,2020-12-07 00:00:00
LN0004567,CUST003393,BRN0016,EMP00358,Auto Loan,In Arrears,2021-12-22,2021-12-26,2021-12-27,72224.93,66067.5,63393.81,4787.99,12.6343,180,820.08,2,Equipment,,Renovation,,2021-12-22 00:00:00,2022-06-12 00:00:00
LN0004568,CUST002013,BRN0008,EMP00227,Personal Loan,Pending,2022-06-22,,,411486.68,,,,17.6073,120,7310.67,0,None,,Education,,2022-06-22 00:00:00,2023-06-02 00:00:00
LN0004569,CUST000383,BRN0049,EMP00104,Line of Credit,Disbursed,2022-03-23,2022-04-03,2022-04-10,24705.4,23370.12,22909.89,7993.58,12.7004,36,784.06,0,Property,,,,2022-03-23 00:00:00,2024-02-01 00:00:00
LN0004570,CUST000106,BRN0036,EMP00376,Student Loan,In Arrears,2024-04-22,2024-04-25,2024-05-02,52732.83,47963.52,46888.09,35576.68,15.73,84,945.29,51,None,14650.11,Debt consolidation,,2024-04-22 00:00:00,2024-11-28 00:00:00
LN0004571,CUST000627,BRN0019,EMP00437,Auto Loan,Approved,2023-03-18,2023-03-31,,1629.51,1332.65,,,16.6358,24,65.66,0,None,4302.22,Business expansion,,2023-03-18 00:00:00,2024-10-24 00:00:00
LN0004572,CUST005278,BRN0015,EMP00375,Personal Loan,Disbursed,2023-12-27,2024-01-14,2024-01-18,10441.81,9582.62,9167.19,8431.06,7.2985,24,430.34,0,None,13047.54,Business expansion,,2023-12-27 00:00:00,2025-08-08 00:00:00
LN0004573,CUST009209,BRN0011,EMP00400,Home Mortgage,Rejected,2021-01-31,2021-02-05,,55183.01,,,,17.9589,360,829.8,0,Equipment,36195.52,Working capital,Incomplete documents,2021-01-31 00:00:00,2022-05-26 00:00:00
LN0004574,CUST008353,BRN0037,EMP00423,Student Loan,Approved,2022-01-06,2022-01-13,,3384.88,2384.86,,,13.0512,120,35.68,0,Guarantor,,Medical expenses,,2022-01-06 00:00:00,2022-08-17 00:00:00
LN0004575,CUST007064,BRN0041,EMP00067,Personal Loan,Defaulted,2022-03-25,2022-04-24,2022-05-08,148282.03,135417.75,128997.39,59833.9,20.2512,240,2327.24,315,,22406.35,Investment,,2022-03-25 00:00:00,2023-12-23 00:00:00
LN0004576,CUST008523,BRN0005,EMP00386,Line of Credit,Rejected,2023-01-12,2023-01-21,,350593.08,,,,6.3703,36,10724.64,0,Guarantor,14037.19,Business expansion,Policy limit,2023-01-12 00:00:00,2023-08-25 00:00:00
LN0004577,CUST000945,BRN0017,,Business Loan,Approved,2020-08-26,2020-08-28,,292430.21,270889.58,,,16.6387,12,24659.99,0,Guarantor,107394.81,Personal use,,2020-08-26 00:00:00,2021-12-22 00:00:00
LN0004578,CUST003172,BRN0044,EMP00343,Home Mortgage,Disbursed,2024-10-18,2024-11-12,2024-11-25,4892.11,3467.6,3463.51,2945.59,6.0663,36,105.6,0,None,,Investment,,2024-10-18 00:00:00,2025-03-11 00:00:00
LN0004579,CUST002482,BRN0038,EMP00122,Student Loan,Disbursed,2018-08-08,2018-08-17,2018-08-25,15553.29,11042.47,11017.14,3977.31,7.965,84,171.92,0,Property,,,,2018-08-08 00:00:00,2019-04-30 00:00:00
LN0004580,CUST002829,BRN0037,EMP00493,Credit Card,Disbursed,2019-12-29,2020-01-24,2020-02-02,67089.42,64900.5,63401.43,36431.75,23.888,12,6133.45,0,Cash Deposit,193494.76,,,2019-12-29 00:00:00,2020-11-30 00:00:00
LN0004581,CUST001085,BRN0002,,Credit Card,Closed,2021-04-28,2021-05-25,2021-05-27,66982.34,63824.56,60955.98,43120.61,8.4499,60,1307.92,0,Guarantor,270779.02,Investment,,2021-04-28 00:00:00,2023-01-17 00:00:00
LN0004582,CUST004822,BRN0006,EMP00162,Home Mortgage,Rejected,2019-06-17,2019-06-27,,24925.22,,,,7.4605,36,774.88,0,None,,,Insufficient income,2019-06-17 00:00:00,2019-09-30 00:00:00
LN0004583,CUST000014,BRN0025,EMP00431,Auto Loan,Disbursed,2024-01-03,2024-01-09,2024-01-10,20079.13,18354.18,18071.89,13861.59,5.6499,120,200.56,0,Property,,Investment,,2024-01-03 00:00:00,2025-05-29 00:00:00
LN0004584,CUST000055,BRN0020,EMP00115,Business Loan,Approved,2020-09-22,2020-09-26,,5421.81,5288.59,,,15.7422,84,,0,Cash Deposit,,Equipment purchase,,2020-09-22 00:00:00,2021-01-04 00:00:00
LN0004585,CUST002625,BRN0022,EMP00104,Business Loan,Disbursed,2021-03-27,2021-04-14,2021-04-26,211823.67,178772.16,173300.38,154716.65,7.9798,48,4362.66,0,Equipment,,Vehicle purchase,,2021-03-27 00:00:00,2022-02-11 00:00:00
LN0004586,CUST008537,BRN0008,EMP00381,Home Mortgage,Approved,2022-02-20,2022-03-13,,89588.15,74923.63,,,23.402,180,1507.75,0,,,Debt consolidation,,2022-02-20 00:00:00,2023-08-21 00:00:00
LN0004587,CUST005437,BRN0028,,Line of Credit,Rejected,2023-09-25,2023-10-21,,34856.43,,,,6.9588,120,403.97,0,Cash Deposit,,Debt consolidation,High DTI,2023-09-25 00:00:00,2024-03-24 00:00:00
LN0004588,CUST005135,BRN0045,EMP00143,Line of Credit,Disbursed,2018-10-18,2018-10-27,2018-11-05,25211.66,20701.39,19738.3,16562.73,4.7745,60,388.53,0,Guarantor,,Equipment purchase,,2018-10-18 00:00:00,2019-10-08 00:00:00
LN0004589,CUST008739,BRN0007,EMP00108,Credit Card,Approved,2020-08-25,2020-08-31,,103324.03,87720.92,,,22.2908,24,4563.41,0,Equipment,43624.18,Business expansion,,2020-08-25 00:00:00,2022-07-11 00:00:00
LN0004590,CUST008512,BRN0020,EMP00324,Personal Loan,Approved,2022-12-02,2022-12-04,,3563.5,2843.3,,,21.9081,240,52.59,0,Guarantor,,Debt consolidation,,2022-12-02 00:00:00,2024-08-14 00:00:00
LN0004591,CUST008477,BRN0037,EMP00422,Personal Loan,Disbursed,2019-10-25,2019-11-01,2019-11-09,9706.54,7389.96,7123.59,761.35,10.7914,360,69.21,0,,305505.49,Vehicle purchase,,2019-10-25 00:00:00,2021-07-21 00:00:00
LN0004592,CUST009156,BRN0010,EMP00035,Auto Loan,Pending,2018-05-05,,,51939.13,,,,17.1684,180,805.55,0,None,,Vehicle purchase,,2018-05-05 00:00:00,2020-04-01 00:00:00
